Permalink,full_text,text,tokenized_text,nouns,nouns_adj,gensim_topics_14,gensim_topics_8,nouns_cv,nouns_adj_cv,sklearn_topics
1462478850599525,More hypocritical leadership!,hypocritical leadership,"['hypocritical', 'leadership']",['leadership'],"['hypocritical', 'leadership']",0,0,leadership,hypocritical leadership,3
1462478850599525,This whole plandemic is a joke,whole plandemic joke,"['whole', 'plandemic', 'joke']",['joke'],"['whole', 'plandemic', 'joke']",12,6,joke,whole plandemic joke,2
1462478850599525,What do we think about the *tar-and-feather* thing?,think tar feather thing,"['think', 'tar', 'feather', 'thing']","['tar', 'thing']","['tar', 'thing']",10,3,tar thing,tar thing,3
1462478850599525,The rules don't apply to her. She is special (in the head).,rules apply special head,"['rules', 'apply', 'special', 'head']","['rules', 'head']","['rules', 'special', 'head']",12,7,rules head,rules special head,2
1462478850599525,We only get these articles because they allow it - it’s a form of mockery used by both sides of the aisle as the Rep’s and Dem’s sit at the same dinner table and have a good old laugh about it,get articles allow form mockery used sides aisle rep dem sit dinner table good old laugh,"['get', 'articles', 'allow', 'form', 'mockery', 'used', 'sides', 'aisle', 'rep', 'dem', 'sit', 'dinner', 'table', 'good', 'old', 'laugh']","['get', 'articles', 'form', 'mockery', 'sides', 'dem', 'sit', 'dinner', 'laugh']","['get', 'articles', 'form', 'mockery', 'sides', 'rep', 'dem', 'sit', 'dinner', 'table', 'good', 'old', 'laugh']",2,5,get articles form mockery sides dem sit dinner laugh,get articles form mockery sides rep dem sit dinner table good old laugh,0
1462478850599525,I want to know if the mandatory mask use starting Friday is legal. I feel my rights are being trampled on AGAIN. ,want know mandatory mask use starting friday legal feel rights trampled,"['want', 'know', 'mandatory', 'mask', 'use', 'starting', 'friday', 'legal', 'feel', 'rights', 'trampled']","['want', 'mask', 'use', 'feel', 'rights']","['want', 'mandatory', 'mask', 'use', 'friday', 'legal', 'feel', 'rights']",1,1,want mask use feel rights,want mandatory mask use friday legal feel rights,1
1461592700688140,"If your job becomes available and you refuse to return, you are no longer unemployed. You have resigned, and should no longer be eligible for benefits",job becomes available refuse return longer unemployed resigned longer eligible benefits,"['job', 'becomes', 'available', 'refuse', 'return', 'longer', 'unemployed', 'resigned', 'longer', 'eligible', 'benefits']","['job', 'refuse', 'return', 'benefits']","['job', 'available', 'refuse', 'return', 'unemployed', 'eligible', 'benefits']",4,4,job refuse return benefits,job available refuse return unemployed eligible benefits,2
1461592700688140,that is how it is already . At least in Indiana ,already least indiana,"['already', 'least', 'indiana']",[],"['least', 'indiana']",0,0,,least indiana,0
1461592700688140,Same in PA.  It is actually one of the questions that you atest to when filling out a bi weekly claim.,pa actually one questions atest filling bi weekly claim,"['pa', 'actually', 'one', 'questions', 'atest', 'filling', 'bi', 'weekly', 'claim']","['pa', 'questions', 'claim']","['pa', 'questions', 'bi', 'weekly', 'claim']",7,0,pa questions claim,pa questions bi weekly claim,3
1461592700688140,That’s exactly what should happen and that’s what I heard will...unless They are sick with the virus ...taking care  of someone that has the virus or can’t work because their child can’t go to school.... they’re covered  under the cares act .....other … See More,exactly happen heard unless sick virus taking care someone virus work child go school covered cares act see,"['exactly', 'happen', 'heard', 'unless', 'sick', 'virus', 'taking', 'care', 'someone', 'virus', 'work', 'child', 'go', 'school', 'covered', 'cares', 'act', 'see']","['heard', 'virus', 'care', 'someone', 'virus', 'work', 'child', 'school', 'cares']","['heard', 'sick', 'virus', 'care', 'someone', 'virus', 'work', 'child', 'school', 'cares', 'act']",3,3,heard virus care someone virus work child school cares,heard sick virus care someone virus work child school cares act,4
1461592700688140,There's so much fraud and mismanagement.,much fraud mismanagement,"['much', 'fraud', 'mismanagement']","['fraud', 'mismanagement']","['much', 'fraud', 'mismanagement']",10,7,fraud mismanagement,much fraud mismanagement,4
1461592700688140,Inflation is gonna  destroy all these minimum  wagers,inflation gonna destroy minimum wagers,"['inflation', 'gonna', 'destroy', 'minimum', 'wagers']","['inflation', 'gonna', 'destroy', 'minimum', 'wagers']","['inflation', 'gonna', 'destroy', 'minimum', 'wagers']",4,4,inflation gonna destroy minimum wagers,inflation gonna destroy minimum wagers,3
1461592700688140,I thought once your work opens back up and your job is offered back up to you then the unemployment is cut off ,thought work opens back job offered back unemployment cut,"['thought', 'work', 'opens', 'back', 'job', 'offered', 'back', 'unemployment', 'cut']","['work', 'job', 'unemployment', 'cut']","['work', 'job', 'unemployment', 'cut']",4,1,work job unemployment cut,work job unemployment cut,0
1461592700688140,it is that way in Indiana You refuse no unemployment,way indiana refuse unemployment,"['way', 'indiana', 'refuse', 'unemployment']","['way', 'indiana', 'unemployment']","['way', 'indiana', 'unemployment']",4,4,way indiana unemployment,way indiana unemployment,0
1461592700688140,I agree with you. Shut that unemployment off. I know a few people who got there's shut off  when there restaurant reopened.,agree shut unemployment know people got shut restaurant reopened,"['agree', 'shut', 'unemployment', 'know', 'people', 'got', 'shut', 'restaurant', 'reopened']","['unemployment', 'people', 'restaurant']","['agree', 'shut', 'unemployment', 'people', 'shut', 'restaurant']",4,5,unemployment people restaurant,agree shut unemployment people shut restaurant,0
1461592700688140,"It seems pretty easy.....you get offered your job back, you refuse, no unemployment.",seems pretty easy get offered job back refuse unemployment,"['seems', 'pretty', 'easy', 'get', 'offered', 'job', 'back', 'refuse', 'unemployment']","['get', 'job', 'refuse', 'unemployment']","['pretty', 'easy', 'get', 'job', 'refuse', 'unemployment']",4,1,get job refuse unemployment,pretty easy get job refuse unemployment,0
1461592700688140,No work....no pay!,work pay,"['work', 'pay']","['work', 'pay']","['work', 'pay']",2,1,work pay,work pay,4
1461592700688140,"The employer needs to report it to the unemployment office that the employee had refused to come back to work, then unemployment benefits stop",employer needs report unemployment office employee refused come back work unemployment benefits stop,"['employer', 'needs', 'report', 'unemployment', 'office', 'employee', 'refused', 'come', 'back', 'work', 'unemployment', 'benefits', 'stop']","['employer', 'needs', 'report', 'unemployment', 'office', 'employee', 'work', 'unemployment', 'benefits']","['employer', 'needs', 'report', 'unemployment', 'office', 'employee', 'work', 'unemployment', 'benefits']",2,1,employer needs report unemployment office employee work unemployment benefits,employer needs report unemployment office employee work unemployment benefits,0
1461592700688140,Belinda Lea that is the law. Cut it off immediately ,belinda lea law cut immediately,"['belinda', 'lea', 'law', 'cut', 'immediately']","['belinda', 'lea', 'law', 'cut']","['belinda', 'lea', 'law', 'cut']",5,4,belinda lea law cut,belinda lea law cut,2
1461592700688140,If they don't  go back to work cut off the extension. No one can live on unemployment so they'll  stfu  and find work in a hurry.,go back work cut extension one live unemployment stfu find work hurry,"['go', 'back', 'work', 'cut', 'extension', 'one', 'live', 'unemployment', 'stfu', 'find', 'work', 'hurry']","['work', 'cut', 'extension', 'unemployment', 'stfu', 'work', 'hurry']","['work', 'cut', 'extension', 'live', 'unemployment', 'stfu', 'work', 'hurry']",2,1,work cut extension unemployment stfu work hurry,work cut extension live unemployment stfu work hurry,4
1461592700688140,"This is exactly what the Dems wanted.  People to get comfortable sitting on their ass doing nothing,collecting a Gov’t check that’s just enough to get by. ",exactly dems wanted people get comfortable sitting ass nothing collecting gov check enough get,"['exactly', 'dems', 'wanted', 'people', 'get', 'comfortable', 'sitting', 'ass', 'nothing', 'collecting', 'gov', 'check', 'enough', 'get']","['people', 'ass', 'nothing', 'check', 'get']","['wanted', 'people', 'comfortable', 'ass', 'nothing', 'gov', 'check', 'enough', 'get']",1,6,people ass nothing check get,wanted people comfortable ass nothing gov check enough get,4
1461592700688140,No! No! NO!  If someone refuses to be employed they must lose benefits!!,someone refuses employed must lose benefits,"['someone', 'refuses', 'employed', 'must', 'lose', 'benefits']","['someone', 'benefits']","['someone', 'benefits']",3,3,someone benefits,someone benefits,0
1461592700688140,"I thought if your work called you back you lose the unemployment, why wouldn't you lose that and the job if when called back you don't go.",thought work called back lose unemployment lose job called back go,"['thought', 'work', 'called', 'back', 'lose', 'unemployment', 'lose', 'job', 'called', 'back', 'go']","['work', 'unemployment', 'lose', 'job']","['work', 'lose', 'unemployment', 'lose', 'job']",4,1,work unemployment lose job,work lose unemployment lose job,0
1461592700688140,My understanding is that you can't refuse an offer of work,understanding refuse offer work,"['understanding', 'refuse', 'offer', 'work']","['refuse', 'offer', 'work']","['refuse', 'offer', 'work']",4,4,refuse offer work,refuse offer work,2
1461592700688140,If they get called by boss and refuse to work. Boss calls unemployment. They are cut off. This has already been put into play weeks agon,get called boss refuse work boss calls unemployment cut already put play weeks agon,"['get', 'called', 'boss', 'refuse', 'work', 'boss', 'calls', 'unemployment', 'cut', 'already', 'put', 'play', 'weeks', 'agon']","['get', 'boss', 'refuse', 'work', 'boss', 'unemployment', 'cut', 'weeks']","['get', 'boss', 'refuse', 'work', 'boss', 'unemployment', 'cut', 'weeks']",3,4,get boss refuse work boss unemployment cut weeks,get boss refuse work boss unemployment cut weeks,0
1461592700688140,"Chris Bass I have a friend who works in childcare, her boss asked her to come back 10 hours a week; only issue is she has an infant she needs to take care of and that 10 hours a week won't even pay for daycare for her baby. It's not that she doesn't wa… See More",chris bass friend works childcare boss asked come back hours week issue infant needs take care hours week even pay daycare baby wa see,"['chris', 'bass', 'friend', 'works', 'childcare', 'boss', 'asked', 'come', 'back', 'hours', 'week', 'issue', 'infant', 'needs', 'take', 'care', 'hours', 'week', 'even', 'pay', 'daycare', 'baby', 'wa', 'see']","['bass', 'friend', 'hours', 'week', 'issue', 'infant', 'needs', 'care', 'hours', 'week', 'daycare', 'baby', 'see']","['chris', 'bass', 'friend', 'childcare', 'hours', 'week', 'issue', 'infant', 'needs', 'care', 'hours', 'week', 'daycare', 'baby', 'see']",4,2,bass friend hours week issue infant needs care hours week daycare baby see,chris bass friend childcare hours week issue infant needs care hours week daycare baby see,2
1461592700688140,At 10 hours they still qualify for unemployment,hours still qualify unemployment,"['hours', 'still', 'qualify', 'unemployment']","['hours', 'unemployment']","['hours', 'unemployment']",4,1,hours unemployment,hours unemployment,0
1461592700688140,Cut them off!!!!! ,cut,['cut'],['cut'],['cut'],5,5,cut,cut,0
1461592700688140,My son works at a theater. His butt is going back... we have already discussed this. He misses work and wants to return. We just don’t know when that will happen. His manager was thinking it may not be until August. My daughter’s job is on campus. Ho… See More,son works theater butt going back already discussed misses work wants return know happen manager thinking may august daughter job campus ho see,"['son', 'works', 'theater', 'butt', 'going', 'back', 'already', 'discussed', 'misses', 'work', 'wants', 'return', 'know', 'happen', 'manager', 'thinking', 'may', 'august', 'daughter', 'job', 'campus', 'ho', 'see']","['son', 'butt', 'misses', 'manager', 'thinking', 'daughter', 'job', 'campus', 'ho']","['son', 'butt', 'misses', 'know', 'happen', 'manager', 'thinking', 'daughter', 'job', 'campus', 'ho']",2,2,son butt misses manager thinking daughter job campus ho,son butt misses know happen manager thinking daughter job campus ho,1
1461592700688140,Yep that's ridiculous cut them off,yep ridiculous cut,"['yep', 'ridiculous', 'cut']",['cut'],"['ridiculous', 'cut']",5,5,cut,ridiculous cut,2
1461592700688140,"It’s always been that way, if you are called back to work you have to go or your benefits are cut off, as long as I can remember, it’s been that way.",always way called back work go benefits cut long remember way,"['always', 'way', 'called', 'back', 'work', 'go', 'benefits', 'cut', 'long', 'remember', 'way']","['way', 'work', 'benefits', 'way']","['way', 'work', 'benefits', 'long', 'way']",12,3,way work benefits way,way work benefits long way,4
1461592700688140,Mnuchin has already said as much. No federal benefits if you decide not to go back to your job...as it should be.,mnuchin already said much federal benefits decide go back job,"['mnuchin', 'already', 'said', 'much', 'federal', 'benefits', 'decide', 'go', 'back', 'job']","['mnuchin', 'benefits', 'job']","['mnuchin', 'much', 'federal', 'benefits', 'job']",3,0,mnuchin benefits job,mnuchin much federal benefits job,0
1461592700688140,"Ablousty,  if they refuse a job, cut em off!! Normal people need to feel productive",ablousty refuse job cut em normal people need feel productive,"['ablousty', 'refuse', 'job', 'cut', 'em', 'normal', 'people', 'need', 'feel', 'productive']","['ablousty', 'refuse', 'job', 'people']","['ablousty', 'refuse', 'job', 'em', 'normal', 'people', 'productive']",4,4,ablousty refuse job people,ablousty refuse job em normal people productive,2
1461592700688140,I've been preoccupied with the passing of my mom. What am I missing here? Is this in regard to the second stimulus proposal? 450 in addition to the 600?,preoccupied passing mom missing regard second stimulus proposal addition,"['preoccupied', 'passing', 'mom', 'missing', 'regard', 'second', 'stimulus', 'proposal', 'addition']","['mom', 'stimulus', 'proposal', 'addition']","['mom', 'regard', 'second', 'stimulus', 'proposal', 'addition']",10,3,mom stimulus proposal addition,mom regard second stimulus proposal addition,4
1461592700688140,Stacey Longo I don’t think it’s been put in a bill yet. It’s just something that has been mentioned to add. ,stacey longo think put bill yet something mentioned add,"['stacey', 'longo', 'think', 'put', 'bill', 'yet', 'something', 'mentioned', 'add']","['stacey', 'longo', 'bill', 'something']","['stacey', 'longo', 'bill', 'something']",10,3,stacey longo bill something,stacey longo bill something,3
1461592700688140,Charita McCullough ok thanks,charita mccullough ok thanks,"['charita', 'mccullough', 'ok', 'thanks']","['charita', 'thanks']","['charita', 'ok', 'thanks']",7,7,charita thanks,charita ok thanks,0
1461592700688140,Is there anybody in government with some common sense.,anybody government common sense,"['anybody', 'government', 'common', 'sense']","['anybody', 'government', 'sense']","['anybody', 'government', 'common', 'sense']",0,2,anybody government sense,anybody government common sense,3
1461592700688140,Annette Gallert-Eubanks nope,annette gallert eubanks nope,"['annette', 'gallert', 'eubanks', 'nope']","['annette', 'eubanks']","['annette', 'gallert', 'eubanks']",13,1,annette eubanks,annette gallert eubanks,0
1461592700688140,"Liberal: I hate big business and rich CEO'sLiberal Politician: Close all stores but leave Walmart and other corporations runningLiberal: Yay, I can still get my cheap shit… See More",liberal hate big business rich ceo sliberal politician close stores leave walmart corporations runningliberal yay still get cheap shit see,"['liberal', 'hate', 'big', 'business', 'rich', 'ceo', 'sliberal', 'politician', 'close', 'stores', 'leave', 'walmart', 'corporations', 'runningliberal', 'yay', 'still', 'get', 'cheap', 'shit', 'see']","['hate', 'business', 'ceo', 'politician', 'close', 'stores', 'corporations', 'yay', 'shit', 'see']","['liberal', 'hate', 'big', 'business', 'rich', 'ceo', 'sliberal', 'politician', 'close', 'stores', 'walmart', 'corporations', 'runningliberal', 'yay', 'cheap', 'shit', 'see']",4,6,hate business ceo politician close stores corporations yay shit see,liberal hate big business rich ceo sliberal politician close stores walmart corporations runningliberal yay cheap shit see,0
1461592700688140,Cut them.off right now. No.more.stimulus. Let us get back to sorkw!,cut right stimulus let us get back sorkw,"['cut', 'right', 'stimulus', 'let', 'us', 'get', 'back', 'sorkw']","['cut', 'stimulus', 'sorkw']","['cut', 'right', 'stimulus', 'sorkw']",5,7,cut stimulus sorkw,cut right stimulus sorkw,4
1461592700688140,That's what they do in Iowa - refuse to go back - unemployment cancelled.,iowa refuse go back unemployment cancelled,"['iowa', 'refuse', 'go', 'back', 'unemployment', 'cancelled']","['iowa', 'refuse', 'unemployment']","['iowa', 'refuse', 'unemployment']",4,4,iowa refuse unemployment,iowa refuse unemployment,0
1461592700688140,I can't draw unemployment and could use the kick start to fix my vehicle so I can get a job that the one who refuse to go to work,draw unemployment could use kick start fix vehicle get job one refuse go work,"['draw', 'unemployment', 'could', 'use', 'kick', 'start', 'fix', 'vehicle', 'get', 'job', 'one', 'refuse', 'go', 'work']","['unemployment', 'start', 'fix', 'vehicle', 'job', 'refuse', 'work']","['draw', 'unemployment', 'kick', 'start', 'fix', 'vehicle', 'job', 'refuse', 'work']",2,2,unemployment start fix vehicle job refuse work,draw unemployment kick start fix vehicle job refuse work,3
1461592700688140,"How about incentives for all the ""essentials"" for the whole scamdemic???",incentives essentials whole scamdemic,"['incentives', 'essentials', 'whole', 'scamdemic']","['incentives', 'essentials']","['incentives', 'essentials', 'scamdemic']",0,0,incentives essentials,incentives essentials scamdemic,3
1461592700688140,No work no pay.,work pay,"['work', 'pay']","['work', 'pay']","['work', 'pay']",2,1,work pay,work pay,4
1461592700688140,Those of us who have been on unemployment did not really ask for a virus to come out and to be laid off..,us unemployment really ask virus come laid,"['us', 'unemployment', 'really', 'ask', 'virus', 'come', 'laid']","['unemployment', 'virus', 'come', 'laid']","['unemployment', 'ask', 'virus', 'come', 'laid']",4,7,unemployment virus come laid,unemployment ask virus come laid,0
1461592700688140,Wtf.   ,wtf,['wtf'],['wtf'],['wtf'],1,2,wtf,wtf,0
1461592700688140,"You don't work, you don't eat. ",work eat,"['work', 'eat']","['work', 'eat']","['work', 'eat']",2,0,work eat,work eat,4
1461592700688140,Nope!,nope,['nope'],['nope'],['nope'],12,4,nope,nope,0
1461592700688140,You have to report them to unemployment. So either way you don't get them back. Relationship would be pretty bad if that's how you get your employee back.,report unemployment either way get back relationship would pretty bad get employee back,"['report', 'unemployment', 'either', 'way', 'get', 'back', 'relationship', 'would', 'pretty', 'bad', 'get', 'employee', 'back']","['report', 'unemployment', 'way', 'relationship', 'employee']","['report', 'unemployment', 'way', 'relationship', 'bad', 'employee']",4,1,report unemployment way relationship employee,report unemployment way relationship bad employee,0
1461592700688140,I heard that is exactly what President Trump was trying to pass. Go back to work or lose your unemployment. ,heard exactly president trump trying pass go back work lose unemployment,"['heard', 'exactly', 'president', 'trump', 'trying', 'pass', 'go', 'back', 'work', 'lose', 'unemployment']","['president', 'trump', 'pass', 'work', 'unemployment']","['president', 'trump', 'pass', 'work', 'lose', 'unemployment']",2,1,president trump pass work unemployment,president trump pass work lose unemployment,0
1461592700688140,WTF! They need to cut all monies to people who are able to go back to their job or work in general!!,wtf need cut monies people able go back job work general,"['wtf', 'need', 'cut', 'monies', 'people', 'able', 'go', 'back', 'job', 'work', 'general']","['wtf', 'monies', 'people', 'job', 'work']","['wtf', 'monies', 'people', 'able', 'job', 'work', 'general']",4,2,wtf monies people job work,wtf monies people able job work general,2
1461592700688140,If they are  called  back to  work  and they  refuse  they do cut the off unemployment.  They can  no longer  say covid 19,called back work refuse cut unemployment longer say covid,"['called', 'back', 'work', 'refuse', 'cut', 'unemployment', 'longer', 'say', 'covid']","['work', 'refuse', 'unemployment', 'covid']","['work', 'refuse', 'unemployment', 'covid']",4,4,work refuse unemployment covid,work refuse unemployment covid,0
1461592700688140,"LOL at all of you saying ""cut people off"". OBVIOUSLY you do NOT understand what is happening to ---->SOME<----- people (like myself) My job is open now but there are NO HOURS available for me, they won't let me work yet!! My manager gets paid salary an… See More",lol saying cut people obviously understand happening people like job open hours available let work yet manager gets paid salary see,"['lol', 'saying', 'cut', 'people', 'obviously', 'understand', 'happening', 'people', 'like', 'job', 'open', 'hours', 'available', 'let', 'work', 'yet', 'manager', 'gets', 'paid', 'salary', 'see']","['lol', 'people', 'people', 'job', 'hours', 'work', 'manager', 'see']","['lol', 'cut', 'people', 'people', 'job', 'open', 'hours', 'available', 'let', 'work', 'manager', 'salary', 'see']",3,2,lol people people job hours work manager see,lol cut people people job open hours available let work manager salary see,4
1461592700688140,I haven’t gotten one dime of unemployment and I signed up on March 22nd. ,gotten one dime unemployment signed march nd,"['gotten', 'one', 'dime', 'unemployment', 'signed', 'march', 'nd']","['unemployment', 'march', 'nd']","['dime', 'unemployment', 'march', 'nd']",1,1,unemployment march nd,dime unemployment march nd,0
1461592700688140,Me too.  I can remember way back when if the department of labor found a position for you and you were collecting unemployment and you refused to accept the position you were denied your unemployment.  So if they don’t want to work don’t pay them to si… See More,remember way back department labor found position collecting unemployment refused accept position denied unemployment want work pay si see,"['remember', 'way', 'back', 'department', 'labor', 'found', 'position', 'collecting', 'unemployment', 'refused', 'accept', 'position', 'denied', 'unemployment', 'want', 'work', 'pay', 'si', 'see']","['way', 'department', 'labor', 'position', 'unemployment', 'position', 'unemployment', 'want', 'work', 'pay', 'si']","['way', 'department', 'labor', 'position', 'unemployment', 'accept', 'position', 'unemployment', 'want', 'work', 'pay', 'si']",3,1,way department labor position unemployment position unemployment want work pay si,way department labor position unemployment accept position unemployment want work pay si,4
1461592700688140,I am on unemployment and would rather work.then say home and collect a check every 2 weeks. I was layed off with no call back.  I have been looking for a month for a job but right now noone is hiring and with ms I am limited to what kind of job I can d… See More,unemployment would rather work say home collect check every weeks layed call back looking month job right noone hiring ms limited kind job see,"['unemployment', 'would', 'rather', 'work', 'say', 'home', 'collect', 'check', 'every', 'weeks', 'layed', 'call', 'back', 'looking', 'month', 'job', 'right', 'noone', 'hiring', 'ms', 'limited', 'kind', 'job', 'see']","['unemployment', 'home', 'collect', 'check', 'weeks', 'month', 'job', 'ms', 'kind', 'job']","['unemployment', 'home', 'collect', 'check', 'weeks', 'month', 'job', 'ms', 'kind', 'job']",4,1,unemployment home collect check weeks month job ms kind job,unemployment home collect check weeks month job ms kind job,4
1461592700688140,"I got laid off and didn't feel it was right to apply for unemployment after I got the $1,200 from the government already",got laid feel right apply unemployment got government already,"['got', 'laid', 'feel', 'right', 'apply', 'unemployment', 'got', 'government', 'already']","['unemployment', 'government']","['right', 'unemployment', 'government']",4,1,unemployment government,right unemployment government,2
1461592700688140,if you don't return to work you get no unemployment. Easy,return work get unemployment easy,"['return', 'work', 'get', 'unemployment', 'easy']","['return', 'work', 'unemployment', 'easy']","['return', 'work', 'unemployment', 'easy']",4,1,return work unemployment easy,return work unemployment easy,0
1461592700688140,If you refuse to go back to work they can stop your benefits,refuse go back work stop benefits,"['refuse', 'go', 'back', 'work', 'stop', 'benefits']","['refuse', 'work', 'stop', 'benefits']","['refuse', 'work', 'stop', 'benefits']",4,3,refuse work stop benefits,refuse work stop benefits,0
1461592700688140,"Concerning unemployment fraud:Our claim has been ""pending"" since mid-March. Other families have been pending since February. We've had everything in order from day one, before all the fraud - and yet we can't get through. ESD doesn't answer the phone … See More",concerning unemployment fraud claim pending since mid march families pending since february everything order day one fraud yet get esd answer phone see,"['concerning', 'unemployment', 'fraud', 'claim', 'pending', 'since', 'mid', 'march', 'families', 'pending', 'since', 'february', 'everything', 'order', 'day', 'one', 'fraud', 'yet', 'get', 'esd', 'answer', 'phone', 'see']","['unemployment', 'fraud', 'claim', 'march', 'families', 'everything', 'order', 'day', 'fraud', 'answer', 'phone', 'see']","['unemployment', 'fraud', 'claim', 'march', 'families', 'february', 'everything', 'order', 'day', 'fraud', 'esd', 'answer', 'phone', 'see']",5,3,unemployment fraud claim march families everything order day fraud answer phone see,unemployment fraud claim march families february everything order day fraud esd answer phone see,3
1461592700688140,They will cut it off.  Remember you gotta pay taxes on this money.  Better sock it away!,cut remember gotta pay taxes money better sock away,"['cut', 'remember', 'gotta', 'pay', 'taxes', 'money', 'better', 'sock', 'away']","['cut', 'pay', 'taxes', 'money', 'sock']","['cut', 'gotta', 'pay', 'taxes', 'money', 'sock']",12,5,cut pay taxes money sock,cut gotta pay taxes money sock,4
1461592700688140,"This is easy. End the extra benefits. We as voters should demand it. It's monopoly money being printed out of thin air anyway, and it's driving prices up for all of us.",easy end extra benefits voters demand monopoly money printed thin air anyway driving prices us,"['easy', 'end', 'extra', 'benefits', 'voters', 'demand', 'monopoly', 'money', 'printed', 'thin', 'air', 'anyway', 'driving', 'prices', 'us']","['end', 'benefits', 'voters', 'money', 'air', 'prices']","['easy', 'end', 'extra', 'benefits', 'voters', 'monopoly', 'money', 'thin', 'air', 'prices']",3,5,end benefits voters money air prices,easy end extra benefits voters monopoly money thin air prices,3
1461592700688140,"If they sit on theirs asses, while the jobs are being filled, they will eventually be fucked.  We're not going back to 4% for years.",sit asses jobs filled eventually fucked going back years,"['sit', 'asses', 'jobs', 'filled', 'eventually', 'fucked', 'going', 'back', 'years']","['sit', 'jobs', 'years']","['sit', 'jobs', 'years']",9,5,sit jobs years,sit jobs years,4
1461592700688140,I would hope not those jobs should be given to other unemployed people that would be grateful to have a job. Those workers who refuse to go back to work are nothing but greedy b...yards,would hope jobs given unemployed people would grateful job workers refuse go back work nothing greedy b yards,"['would', 'hope', 'jobs', 'given', 'unemployed', 'people', 'would', 'grateful', 'job', 'workers', 'refuse', 'go', 'back', 'work', 'nothing', 'greedy', 'b', 'yards']","['jobs', 'people', 'job', 'workers', 'work', 'nothing', 'greedy', 'b', 'yards']","['jobs', 'unemployed', 'people', 'job', 'workers', 'work', 'nothing', 'greedy', 'b', 'yards']",2,2,jobs people job workers work nothing greedy b yards,jobs unemployed people job workers work nothing greedy b yards,4
1461592700688140,Those who are that lazy and think they can continue to get unemployment will get a rude awakening. Once their employer offers their job back and they refuse the employer just has to report that and all unemployment plus the 600 comes to an immediate st… See More,lazy think continue get unemployment get rude awakening employer offers job back refuse employer report unemployment plus comes immediate st see,"['lazy', 'think', 'continue', 'get', 'unemployment', 'get', 'rude', 'awakening', 'employer', 'offers', 'job', 'back', 'refuse', 'employer', 'report', 'unemployment', 'plus', 'comes', 'immediate', 'st', 'see']","['think', 'unemployment', 'employer', 'offers', 'job', 'report', 'unemployment', 'st']","['lazy', 'think', 'unemployment', 'rude', 'employer', 'offers', 'job', 'employer', 'report', 'unemployment', 'immediate', 'st']",3,1,think unemployment employer offers job report unemployment st,lazy think unemployment rude employer offers job employer report unemployment immediate st,0
1461592700688140,This is just another way of dividing US ,another way dividing us,"['another', 'way', 'dividing', 'us']",['way'],['way'],12,3,way,way,3
1461592700688140,Yes.....  stop their unemployment.......,yes stop unemployment,"['yes', 'stop', 'unemployment']",['unemployment'],"['stop', 'unemployment']",4,1,unemployment,stop unemployment,0
1461592700688140,Some of us filed and did not get a dime....,us filed get dime,"['us', 'filed', 'get', 'dime']","['get', 'dime']","['get', 'dime']",7,0,get dime,get dime,1
1461592700688140,What if you have medical issues,medical issues,"['medical', 'issues']",['issues'],"['medical', 'issues']",6,4,issues,medical issues,2
1461592700688140,My job asked me to come back ot take a termination.  I of course took my job.,job asked come back ot take termination course took job,"['job', 'asked', 'come', 'back', 'ot', 'take', 'termination', 'course', 'took', 'job']","['job', 'take', 'termination', 'course', 'job']","['job', 'ot', 'take', 'termination', 'course', 'job']",4,2,job take termination course job,job ot take termination course job,1
1461592700688140,"Charita, if you refuse to go back, your unemployment IS terminated.",charita refuse go back unemployment terminated,"['charita', 'refuse', 'go', 'back', 'unemployment', 'terminated']","['charita', 'refuse', 'unemployment']","['charita', 'refuse', 'unemployment']",4,4,charita refuse unemployment,charita refuse unemployment,0
1461592700688140,I’m making 1k less a month with the extra unemployment than when I was working. I also can’t find anyone hiring in what I do that would pay me even close to what I was making because the businesses are either being stingy because people that get paid l… See More,making k less month extra unemployment working also find anyone hiring would pay even close making businesses either stingy people get paid l see,"['making', 'k', 'less', 'month', 'extra', 'unemployment', 'working', 'also', 'find', 'anyone', 'hiring', 'would', 'pay', 'even', 'close', 'making', 'businesses', 'either', 'stingy', 'people', 'get', 'paid', 'l', 'see']","['k', 'month', 'unemployment', 'anyone', 'businesses', 'people', 'l', 'see']","['k', 'month', 'extra', 'unemployment', 'anyone', 'close', 'businesses', 'stingy', 'people', 'l', 'see']",4,5,k month unemployment anyone businesses people l see,k month extra unemployment anyone close businesses stingy people l see,4
1461592700688140,It's supposed to pass! If someone refuses their job the unemployment office is supposed to deny their benefits!,supposed pass someone refuses job unemployment office supposed deny benefits,"['supposed', 'pass', 'someone', 'refuses', 'job', 'unemployment', 'office', 'supposed', 'deny', 'benefits']","['pass', 'someone', 'job', 'unemployment', 'office', 'deny', 'benefits']","['pass', 'someone', 'job', 'unemployment', 'office', 'deny', 'benefits']",2,1,pass someone job unemployment office deny benefits,pass someone job unemployment office deny benefits,0
1461592700688140,Easy stop the unemployment if they jobs to go back to.  Just cut them right off!,easy stop unemployment jobs go back cut right,"['easy', 'stop', 'unemployment', 'jobs', 'go', 'back', 'cut', 'right']","['unemployment', 'jobs']","['easy', 'stop', 'unemployment', 'jobs', 'right']",4,1,unemployment jobs,easy stop unemployment jobs right,0
